plate_barcode, layout_type, well_row, well_column, xk_sample_id, concentration, concentration_units, volume, volume_units, solvent
plate_0000107,c31d6,d,19,XK00001395-001,0.617, mM,20, uL, dmso
plate_0000107,c31d6,d,20,XK00001395-001,0.206, mM,20, uL, dmso
plate_0000107,c31d6,d,21,,,,20, uL, dmso
plate_0000107,c31d6,d,22,,,,20, uL, dmso
plate_0000107,c31d6,d,23,,,,,,
plate_0000107,c31d6,d,24,,,,,,
plate_0000107,c31d6,e,1,,,,,,
plate_0000107,c31d6,e,2,,,,,,
plate_0000107,c31d6,e,3,XK00001372-001,50, mM,20, uL, dmso
plate_0000107,c31d6,e,4,XK00001372-001,16.67, mM,20, uL, dmso
plate_0000107,c31d6,e,5,XK00001372-001,5.56, mM,20, uL, dmso
plate_0000107,c31d6,e,6,XK00001372-001,1.85, mM,20, uL, dmso
plate_0000107,c31d6,e,7,XK00001372-001,0.617, mM,20, uL, dmso
plate_0000107,c31d6,e,8,XK00001372-001,0.206, mM,20, uL, dmso
plate_0000107,c31d6,e,9,XK00001386-001,50, mM,20, uL, dmso
plate_0000107,c31d6,e,10,XK00001386-001,16.67, mM,20, uL, dmso
plate_0000107,c31d6,e,11,XK00001386-001,5.56, mM,20, uL, dmso
plate_0000107,c31d6,e,12,XK00001386-001,1.85, mM,20, uL, dmso
plate_0000107,c31d6,e,13,XK00001386-001,0.617, mM,20, uL, dmso
plate_0000107,c31d6,e,14,XK00001386-001,0.206, mM,20, uL, dmso
plate_0000107,c31d6,e,15,XK00001396-001,50, mM,20, uL, dmso
plate_0000107,c31d6,e,16,XK00001396-001,16.67, mM,20, uL, dmso
plate_0000107,c31d6,e,17,XK00001396-001,5.56, mM,20, uL, dmso
plate_0000107,c31d6,e,18,XK00001396-001,1.85, mM,20, uL, dmso
plate_0000107,c31d6,e,19,XK00001396-001,0.617, mM,20, uL, dmso
plate_0000107,c31d6,e,20,XK00001396-001,0.206, mM,20, uL, dmso
plate_0000107,c31d6,e,21,,,,20, uL, dmso
plate_0000107,c31d6,e,22,,,,20, uL, dmso
plate_0000107,c31d6,e,23,,,,,,
plate_0000107,c31d6,e,24,,,,,,
plate_0000107,c31d6,f,1,,,,,,
plate_0000107,c31d6,f,2,,,,,,
plate_0000107,c31d6,f,3,XK00001373-001,50, mM,20, uL, dmso
plate_0000107,c31d6,f,4,XK00001373-001,16.67, mM,20, uL, dmso
plate_0000107,c31d6,f,5,XK00001373-001,5.56, mM,20, uL, dmso
plate_0000107,c31d6,f,6,XK00001373-001,1.85, mM,20, uL, dmso
plate_0000107,c31d6,f,7,XK00001373-001,0.617, mM,20, uL, dmso
plate_0000107,c31d6,f,8,XK00001373-001,0.206, mM,20, uL, dmso
plate_0000107,c31d6,f,9,XK00001387-001,50, mM,20, uL, dmso
plate_0000107,c31d6,f,10,XK00001387-001,16.67, mM,20, uL, dmso
plate_0000107,c31d6,f,11,XK00001387-001,5.56, mM,20, uL, dmso
plate_0000107,c31d6,f,12,XK00001387-001,1.85, mM,20, uL, dmso
plate_0000107,c31d6,f,13,XK00001387-001,0.617, mM,20, uL, dmso
plate_0000107,c31d6,f,14,XK00001387-001,0.206, mM,20, uL, dmso
plate_0000107,c31d6,f,15,XK00001397-001,50, mM,20, uL, dmso
plate_0000107,c31d6,f,16,XK00001397-001,16.67, mM,20, uL, dmso
plate_0000107,c31d6,f,17,XK00001397-001,5.56, mM,20, uL, dmso
plate_0000107,c31d6,f,18,XK00001397-001,1.85, mM,20, uL, dmso
plate_0000107,c31d6,f,19,XK00001397-001,0.617, mM,20, uL, dmso
plate_0000107,c31d6,f,20,XK00001397-001,0.206, mM,20, uL, dmso
plate_0000107,c31d6,f,21,,,,20, uL, dmso
plate_0000107,c31d6,f,22,,,,20, uL, dmso
plate_0000107,c31d6,f,23,,,,,,
plate_0000107,c31d6,f,24,,,,,,
plate_0000107,c31d6,g,1,,,,,,
plate_0000107,c31d6,g,2,,,,,,
plate_0000107,c31d6,g,3,XK00001374-001,50, mM,20, uL, dmso
plate_0000107,c31d6,g,4,XK00001374-001,16.67, mM,20, uL, dmso
plate_0000107,c31d6,g,5,XK00001374-001,5.56, mM,20, uL, dmso
plate_0000107,c31d6,g,6,XK00001374-001,1.85, mM,20, uL, dmso
plate_0000107,c31d6,g,7,XK00001374-001,0.617, mM,20, uL, dmso
plate_0000107,c31d6,g,8,XK00001374-001,0.206, mM,20, uL, dmso
plate_0000107,c31d6,g,9,XK00001388-001,50, mM,20, uL, dmso
plate_0000107,c31d6,g,10,XK00001388-001,16.67, mM,20, uL, dmso
plate_0000107,c31d6,g,11,XK00001388-001,5.56, mM,20, uL, dmso
plate_0000107,c31d6,g,12,XK00001388-001,1.85, mM,20, uL, dmso
plate_0000107,c31d6,g,13,XK00001388-001,0.617, mM,20, uL, dmso
plate_0000107,c31d6,g,14,XK00001388-001,0.206, mM,20, uL, dmso
plate_0000107,c31d6,g,15,XK00001380-001,50, mM,20, uL, dmso
plate_0000107,c31d6,g,16,XK00001380-001,16.67, mM,20, uL, dmso
plate_0000107,c31d6,g,17,XK00001380-001,5.56, mM,20, uL, dmso
plate_0000107,c31d6,g,18,XK00001380-001,1.85, mM,20, uL, dmso
plate_0000107,c31d6,g,19,XK00001380-001,0.617, mM,20, uL, dmso
plate_0000107,c31d6,g,20,XK00001380-001,0.206, mM,20, uL, dmso
plate_0000107,c31d6,g,21,,,,20, uL, dmso
plate_0000107,c31d6,g,22,,,,20, uL, dmso
plate_0000107,c31d6,g,23,,,,,,
plate_0000107,c31d6,g,24,,,,,,
plate_0000107,c31d6,h,1,,,,,,
plate_0000107,c31d6,h,2,,,,,,
plate_0000107,c31d6,h,3,XK00001377-001,50, mM,20, uL, dmso
plate_0000107,c31d6,h,4,XK00001377-001,16.67, mM,20, uL, dmso
plate_0000107,c31d6,h,5,XK00001377-001,5.56, mM,20, uL, dmso
plate_0000107,c31d6,h,6,XK00001377-001,1.85, mM,20, uL, dmso
plate_0000107,c31d6,h,7,XK00001377-001,0.617, mM,20, uL, dmso
plate_0000107,c31d6,h,8,XK00001377-001,0.206, mM,20, uL, dmso
plate_0000107,c31d6,h,9,XK00001403-001,50, mM,20, uL, dmso
plate_0000107,c31d6,h,10,XK00001403-001,16.67, mM,20, uL, dmso
plate_0000107,c31d6,h,11,XK00001403-001,5.56, mM,20, uL, dmso
plate_0000107,c31d6,h,12,XK00001403-001,1.85, mM,20, uL, dmso
plate_0000107,c31d6,h,13,XK00001403-001,0.617, mM,20, uL, dmso
plate_0000107,c31d6,h,14,XK00001403-001,0.206, mM,20, uL, dmso
plate_0000107,c31d6,h,15,XK00001382-001,50, mM,20, uL, dmso
plate_0000107,c31d6,h,16,XK00001382-001,16.67, mM,20, uL, dmso
plate_0000107,c31d6,h,17,XK00001382-001,5.56, mM,20, uL, dmso
plate_0000107,c31d6,h,18,XK00001382-001,1.85, mM,20, uL, dmso
plate_0000107,c31d6,h,19,XK00001382-001,0.617, mM,20, uL, dmso
plate_0000107,c31d6,h,20,XK00001382-001,0.206, mM,20, uL, dmso
plate_0000107,c31d6,h,21,,,,20, uL, dmso
plate_0000107,c31d6,h,22,,,,20, uL, dmso
plate_0000107,c31d6,h,23,,,,,,
plate_0000107,c31d6,h,24,,,,,,
plate_0000107,c31d6,i,1,,,,,,
plate_0000107,c31d6,i,2,,,,,,
plate_0000107,c31d6,i,3,XK00001378-001,50, mM,20, uL, dmso
plate_0000107,c31d6,i,4,XK00001378-001,16.67, mM,20, uL, dmso
plate_0000107,c31d6,i,5,XK00001378-001,5.56, mM,20, uL, dmso
plate_0000107,c31d6,i,6,XK00001378-001,1.85, mM,20, uL, dmso
plate_0000107,c31d6,i,7,XK00001378-001,0.617, mM,20, uL, dmso
plate_0000107,c31d6,i,8,XK00001378-001,0.206, mM,20, uL, dmso
plate_0000107,c31d6,i,9,XK00001390-001,50, mM,20, uL, dmso
plate_0000107,c31d6,i,10,XK00001390-001,16.67, mM,20, uL, dmso
plate_0000107,c31d6,i,11,XK00001390-001,5.56, mM,20, uL, dmso
plate_0000107,c31d6,i,12,XK00001390-001,1.85, mM,20, uL, dmso
plate_0000107,c31d6,i,13,XK00001390-001,0.617, mM,20, uL, dmso
plate_0000107,c31d6,i,14,XK00001390-001,0.206, mM,20, uL, dmso
plate_0000107,c31d6,i,15,XK00001398-001,50, mM,20, uL, dmso
plate_0000107,c31d6,i,16,XK00001398-001,16.67, mM,20, uL, dmso
plate_0000107,c31d6,i,17,XK00001398-001,5.56, mM,20, uL, dmso
plate_0000107,c31d6,i,18,XK00001398-001,1.85, mM,20, uL, dmso
plate_0000107,c31d6,i,19,XK00001398-001,0.617, mM,20, uL, dmso
plate_0000107,c31d6,i,20,XK00001398-001,0.206, mM,20, uL, dmso
plate_0000107,c31d6,i,21,,,,20, uL, dmso
plate_0000107,c31d6,i,22,,,,20, uL, dmso
plate_0000107,c31d6,i,23,,,,,,
plate_0000107,c31d6,i,24,,,,,,
plate_0000107,c31d6,j,1,,,,,,
plate_0000107,c31d6,j,2,,,,,,
plate_0000107,c31d6,j,3,XK00001379-001,50, mM,20, uL, dmso
plate_0000107,c31d6,j,4,XK00001379-001,16.67, mM,20, uL, dmso
plate_0000107,c31d6,j,5,XK00001379-001,5.56, mM,20, uL, dmso
plate_0000107,c31d6,j,6,XK00001379-001,1.85, mM,20, uL, dmso
plate_0000107,c31d6,j,7,XK00001379-001,0.617, mM,20, uL, dmso
plate_0000107,c31d6,j,8,XK00001379-001,0.206, mM,20, uL, dmso
plate_0000107,c31d6,j,9,XK00001391-001,50, mM,20, uL, dmso
plate_0000107,c31d6,j,10,XK00001391-001,16.67, mM,20, uL, dmso
plate_0000107,c31d6,j,11,XK00001391-001,5.56, mM,20, uL, dmso
plate_0000107,c31d6,j,12,XK00001391-001,1.85, mM,20, uL, dmso
plate_0000107,c31d6,j,13,XK00001391-001,0.617, mM,20, uL, dmso
plate_0000107,c31d6,j,14,XK00001391-001,0.206, mM,20, uL, dmso
plate_0000107,c31d6,j,15,XK00001399-001,50, mM,20, uL, dmso
plate_0000107,c31d6,j,16,XK00001399-001,16.67, mM,20, uL, dmso
plate_0000107,c31d6,j,17,XK00001399-001,5.56, mM,20, uL, dmso
plate_0000107,c31d6,j,18,XK00001399-001,1.85, mM,20, uL, dmso
plate_0000107,c31d6,j,19,XK00001399-001,0.617, mM,20, uL, dmso
plate_0000107,c31d6,j,20,XK00001399-001,0.206, mM,20, uL, dmso
plate_0000107,c31d6,j,21,,,,20, uL, dmso
plate_0000107,c31d6,j,22,,,,20, uL, dmso
plate_0000107,c31d6,j,23,,,,,,
plate_0000107,c31d6,j,24,,,,,,
plate_0000107,c31d6,k,1,,,,,,
plate_0000107,c31d6,k,2,,,,,,
plate_0000107,c31d6,k,3,XK00001381-001,50, mM,20, uL, dmso
plate_0000107,c31d6,k,4,XK00001381-001,16.67, mM,20, uL, dmso
plate_0000107,c31d6,k,5,XK00001381-001,5.56, mM,20, uL, dmso
plate_0000107,c31d6,k,6,XK00001381-001,1.85, mM,20, uL, dmso
plate_0000107,c31d6,k,7,XK00001381-001,0.617, mM,20, uL, dmso
plate_0000107,c31d6,k,8,XK00001381-001,0.206, mM,20, uL, dmso
plate_0000107,c31d6,k,9,XK00001392-001,50, mM,20, uL, dmso
plate_0000107,c31d6,k,10,XK00001392-001,16.67, mM,20, uL, dmso
plate_0000107,c31d6,k,11,XK00001392-001,5.56, mM,20, uL, dmso
plate_0000107,c31d6,k,12,XK00001392-001,1.85, mM,20, uL, dmso
plate_0000107,c31d6,k,13,XK00001392-001,0.617, mM,20, uL, dmso
plate_0000107,c31d6,k,14,XK00001392-001,0.206, mM,20, uL, dmso
plate_0000107,c31d6,k,15,XK00001400-001,50, mM,20, uL, dmso
plate_0000107,c31d6,k,16,XK00001400-001,16.67, mM,20, uL, dmso
plate_0000107,c31d6,k,17,XK00001400-001,5.56, mM,20, uL, dmso
plate_0000107,c31d6,k,18,XK00001400-001,1.85, mM,20, uL, dmso
plate_0000107,c31d6,k,19,XK00001400-001,0.617, mM,20, uL, dmso
plate_0000107,c31d6,k,20,XK00001400-001,0.206, mM,20, uL, dmso
plate_0000107,c31d6,k,21,,,,20, uL, dmso
plate_0000107,c31d6,k,22,,,,20, uL, dmso
plate_0000107,c31d6,k,23,,,,,,
plate_0000107,c31d6,k,24,,,,,,
plate_0000107,c31d6,l,1,,,,,,
plate_0000107,c31d6,l,2,,,,,,
plate_0000107,c31d6,l,3,XK00001383-001,50, mM,20, uL, dmso
plate_0000107,c31d6,l,4,XK00001383-001,16.67, mM,20, uL, dmso
plate_0000107,c31d6,l,5,XK00001383-001,5.56, mM,20, uL, dmso
plate_0000107,c31d6,l,6,XK00001383-001,1.85, mM,20, uL, dmso
plate_0000107,c31d6,l,7,XK00001383-001,0.617, mM,20, uL, dmso
plate_0000107,c31d6,l,8,XK00001383-001,0.206, mM,20, uL, dmso
plate_0000107,c31d6,l,9,XK00001402-001,50, mM,20, uL, dmso
plate_0000107,c31d6,l,10,XK00001402-001,16.67, mM,20, uL, dmso
plate_0000107,c31d6,l,11,XK00001402-001,5.56, mM,20, uL, dmso
plate_0000107,c31d6,l,12,XK00001402-001,1.85, mM,20, uL, dmso
plate_0000107,c31d6,l,13,XK00001402-001,0.617, mM,20, uL, dmso
plate_0000107,c31d6,l,14,XK00001402-001,0.206, mM,20, uL, dmso
plate_0000107,c31d6,l,15,XK00001401-001,50, mM,20, uL, dmso
plate_0000107,c31d6,l,16,XK00001401-001,16.67, mM,20, uL, dmso
plate_0000107,c31d6,l,17,XK00001401-001,5.56, mM,20, uL, dmso
plate_0000107,c31d6,l,18,XK00001401-001,1.85, mM,20, uL, dmso
plate_0000107,c31d6,l,19,XK00001401-001,0.617, mM,20, uL, dmso
plate_0000107,c31d6,l,20,XK00001401-001,0.206, mM,20, uL, dmso
plate_0000107,c31d6,l,21,,,,20, uL, dmso
plate_0000107,c31d6,l,22,,,,20, uL, dmso
plate_0000107,c31d6,l,23,,,,,,
plate_0000107,c31d6,l,24,,,,,,
plate_0000107,c31d6,m,1,,,,,,
plate_0000107,c31d6,m,2,,,,,,
plate_0000107,c31d6,m,3,XK00001384-001,50, mM,20, uL, dmso
plate_0000107,c31d6,m,4,XK00001384-001,16.67, mM,20, uL, dmso
plate_0000107,c31d6,m,5,XK00001384-001,5.56, mM,20, uL, dmso
plate_0000107,c31d6,m,6,XK00001384-001,1.85, mM,20, uL, dmso
plate_0000107,c31d6,m,7,XK00001384-001,0.617, mM,20, uL, dmso
plate_0000107,c31d6,m,8,XK00001384-001,0.206, mM,20, uL, dmso
plate_0000107,c31d6,m,9,XK00001394-001,50, mM,20, uL, dmso
plate_0000107,c31d6,m,10,XK00001394-001,16.67, mM,20, uL, dmso
plate_0000107,c31d6,m,11,XK00001394-001,5.56, mM,20, uL, dmso
plate_0000107,c31d6,m,12,XK00001394-001,1.85, mM,20, uL, dmso
plate_0000107,c31d6,m,13,XK00001394-001,0.617, mM,20, uL, dmso
plate_0000107,c31d6,m,14,XK00001394-001,0.206, mM,20, uL, dmso
plate_0000107,c31d6,m,15,XK00001393-001,50, mM,20, uL, dmso
plate_0000107,c31d6,m,16,XK00001393-001,16.67, mM,20, uL, dmso
plate_0000107,c31d6,m,17,XK00001393-001,5.56, mM,20, uL, dmso
plate_0000107,c31d6,m,18,XK00001393-001,1.85, mM,20, uL, dmso
plate_0000107,c31d6,m,19,XK00001393-001,0.617, mM,20, uL, dmso
plate_0000107,c31d6,m,20,XK00001393-001,0.206, mM,20, uL, dmso
plate_0000107,c31d6,m,21,,,,20, uL, dmso
plate_0000107,c31d6,m,22,,,,20, uL, dmso
plate_0000107,c31d6,m,23,,,,,,
plate_0000107,c31d6,m,24,,,,,,
plate_0000107,c31d6,n,1,,,,,,
plate_0000107,c31d6,n,2,,,,,,
plate_0000107,c31d6,n,3,,,,20, uL, dmso
plate_0000107,c31d6,n,4,,,,20, uL, dmso
plate_0000107,c31d6,n,5,,,,20, uL, dmso
plate_0000107,c31d6,n,6,,,,20, uL, dmso
plate_0000107,c31d6,n,7,,,,20, uL, dmso
plate_0000107,c31d6,n,8,,,,20, uL, dmso
plate_0000107,c31d6,n,9,,,,20, uL, dmso
plate_0000107,c31d6,n,10,,,,20, uL, dmso
plate_0000107,c31d6,n,11,,,,20, uL, dmso
plate_0000107,c31d6,n,12,,,,20, uL, dmso
plate_0000107,c31d6,n,13,,,,20, uL, dmso
plate_0000107,c31d6,n,14,,,,20, uL, dmso
plate_0000107,c31d6,n,15,XK00001405-001,50, mM,20, uL, dmso
plate_0000107,c31d6,n,16,XK00001405-001,16.67, mM,20, uL, dmso
plate_0000107,c31d6,n,17,XK00001405-001,5.56, mM,20, uL, dmso
plate_0000107,c31d6,n,18,XK00001405-001,1.85, mM,20, uL, dmso
plate_0000107,c31d6,n,19,XK00001405-001,0.617, mM,20, uL, dmso
plate_0000107,c31d6,n,20,XK00001405-001,0.206, mM,20, uL, dmso
plate_0000107,c31d6,n,21,,,,20, uL, dmso
plate_0000107,c31d6,n,22,,,,20, uL, dmso
plate_0000107,c31d6,n,23,,,,,,
plate_0000107,c31d6,n,24,,,,,,
plate_0000107,c31d6,o,1,,,,,,
plate_0000107,c31d6,o,2,,,,,,
plate_0000107,c31d6,o,3,,,,20, uL, dmso
plate_0000107,c31d6,o,4,,,,20, uL, dmso
plate_0000107,c31d6,o,5,,,,20, uL, dmso
plate_0000107,c31d6,o,6,,,,20, uL, dmso
plate_0000107,c31d6,o,7,,,,20, uL, dmso
plate_0000107,c31d6,o,8,,,,20, uL, dmso
plate_0000107,c31d6,o,9,,,,20, uL, dmso
plate_0000107,c31d6,o,10,,,,20, uL, dmso
plate_0000107,c31d6,o,11,,,,20, uL, dmso
plate_0000107,c31d6,o,12,,,,20, uL, dmso
plate_0000107,c31d6,o,13,,,,20, uL, dmso
plate_0000107,c31d6,o,14,,,,20, uL, dmso
plate_0000107,c31d6,o,15,,,,20, uL, dmso
plate_0000107,c31d6,o,16,,,,20, uL, dmso
plate_0000107,c31d6,o,17,,,,20, uL, dmso
plate_0000107,c31d6,o,18,,,,20, uL, dmso
plate_0000107,c31d6,o,19,,,,20, uL, dmso
plate_0000107,c31d6,o,20,,,,20, uL, dmso
plate_0000107,c31d6,o,21,,,,20, uL, dmso
plate_0000107,c31d6,o,22,,,,20, uL, dmso
plate_0000107,c31d6,o,23,,,,,,
plate_0000107,c31d6,o,24,,,,,,
plate_0000107,c31d6,p,1,,,,,,
plate_0000107,c31d6,p,2,,,,,,
plate_0000107,c31d6,p,3,,,,,,
plate_0000107,c31d6,p,4,,,,,,
plate_0000107,c31d6,p,5,,,,,,
plate_0000107,c31d6,p,6,,,,,,
plate_0000107,c31d6,p,7,,,,,,
plate_0000107,c31d6,p,8,,,,,,
plate_0000107,c31d6,p,9,,,,,,
plate_0000107,c31d6,p,10,,,,,,
plate_0000107,c31d6,p,11,,,,,,
plate_0000107,c31d6,p,12,,,,,,
plate_0000107,c31d6,p,13,,,,,,
plate_0000107,c31d6,p,14,,,,,,
plate_0000107,c31d6,p,15,,,,,,
plate_0000107,c31d6,p,16,,,,,,
plate_0000107,c31d6,p,17,,,,,,
plate_0000107,c31d6,p,18,,,,,,
plate_0000107,c31d6,p,19,,,,,,
plate_0000107,c31d6,p,20,,,,,,
plate_0000107,c31d6,p,21,,,,,,
plate_0000107,c31d6,p,22,,,,,,
plate_0000107,c31d6,p,23,,,,,,
plate_0000107,c31d6,p,24,,,,,,
